employee_id,first_name,last_name,department,salary,join_date
4950,John,Macejkovic,Finance,393.86,2024-08-01
2218,Tyrel,Mayer,Sales,78.73,2023-11-14
3135,Dorothea,Turner,Legal,710.49,2023-11-24
9631,Bertha,Shanahan,Engineering,847.24,2024-06-19
3543,Derrick,Veum,HR,988.26,2024-02-24
5373,Dawson,Schumm,Engineering,719.45,2024-05-24
7894,Roy,Walker,Legal,470.42,2024-04-17
1361,Cali,Abernathy,Marketing,959.82,2023-10-27
2196,Idella,Shanahan-Abbott,Marketing,647.79,2024-09-16
7290,Anabelle,Hegmann,Finance,520.27,2023-12-17
9303,Dennis,Feest,Sales,71.11,2024-07-02
1994,Hayley,Rowe,Marketing,969.71,2023-10-01
3606,Nyah,Wyman,HR,959.43,2024-07-12
5782,Concepcion,Fritsch,Marketing,138.61,2023-10-15
3079,Cali,Treutel,Legal,517.78,2023-11-25
1149,Tyler,Okuneva,Finance,937.64,2024-06-04
8100,Taya,McDermott,Marketing,474.25,2023-12-26
2922,Alvina,Satterfield,Marketing,337.50,2024-06-16
9427,Araceli,Will,Marketing,738.62,2024-08-27
8101,Mitchell,Block,Marketing,467.95,2024-03-31
1911,Isidro,Beier,Finance,29.85,2023-12-09
7189,Stanley,Bogan,Marketing,272.44,2024-09-18
2716,Dariana,Medhurst,HR,356.77,2024-08-31
7646,Shakira,Hintz,Finance,8.86,2024-05-27
1393,Danial,Reichert,Legal,321.85,2024-09-02
2767,Maybell,Kulas,Legal,0.85,2023-09-26
8496,Thomas,Lemke,Sales,135.57,2024-03-24
4832,Rosina,Kohler,Marketing,549.01,2024-06-13
1012,Ardella,Beahan,Finance,115.36,2024-08-29
8021,Shayne,Nikolaus,Sales,316.29,2024-04-17
7389,Melissa,Tillman-Cormier,Sales,297.23,2024-01-04
2698,Hallie,VonRueden,Engineering,206.44,2024-06-27
6207,Annamae,Rippin,Sales,137.25,2024-08-13
1126,Cheyanne,Kuhn,Sales,297.54,2024-06-06
9637,Lucius,Hansen,Marketing,319.84,2024-02-28
8091,Roman,Quigley,Marketing,96.94,2024-04-07
6329,Oran,Hilll,Finance,684.15,2024-01-11
5291,Myrtice,Kuhn,Engineering,69.72,2024-08-12
4363,Guillermo,Bradtke,Marketing,185.72,2024-03-18
7767,Leslie,Stokes,Legal,478.56,2023-12-05
6900,Nova,Bins,Finance,276.08,2024-08-23
6806,Vito,Kessler,Legal,914.06,2023-09-20
8663,Martin,Kozey,Legal,874.37,2023-09-28
6529,Gregg,Langworth,HR,330.85,2024-01-12
3013,Sarina,Franey,Sales,583.59,2024-07-11
3072,Duncan,Kilback,Legal,798.18,2024-01-21
6030,Yasmeen,Rogahn,HR,579.24,2024-03-17
2483,Allison,Williamson,Finance,819.19,2024-04-24
8403,Erling,Bauch,Engineering,579.25,2024-01-09
2938,Andy,Paucek,Legal,68.10,2024-02-03
8598,Ella,Heaney,Legal,737.83,2024-06-03
5787,Vivien,Schmidt,Marketing,300.32,2023-10-20
4065,Zachariah,Stoltenberg,Sales,983.14,2024-05-02
7730,Athena,Heidenreich,Sales,754.76,2023-10-20
5507,Gonzalo,Walter,Finance,897.55,2024-03-21
1287,Zita,Nolan,Finance,866.80,2024-04-12
2231,Amari,Larson,Marketing,230.64,2024-08-09
8020,Marcelina,Nienow,Marketing,977.91,2023-10-03
5332,Macy,Maggio,HR,473.16,2023-12-08
1538,Annabel,Swift,Marketing,218.34,2024-04-10
2649,Jonathon,Keebler,Sales,537.44,2023-11-10
4495,Amara,Stroman,Legal,282.85,2024-06-09
1653,Claude,Hagenes,HR,299.06,2024-04-09
4555,Eldred,Veum,Legal,392.57,2023-10-20
2981,Diana,Hane,Finance,907.92,2023-11-23
6376,Luna,Moen,Finance,570.36,2024-05-28
8494,Haylie,Hills,Sales,222.95,2024-01-21
2995,Alene,DuBuque,Sales,326.32,2024-01-26
1323,Ashlynn,Lockman,Legal,162.29,2023-11-06
2390,Doris,Halvorson,Finance,96.81,2023-11-05
4459,Adrianna,Kassulke,Legal,840.05,2024-05-08
9285,Mikayla,Nienow,Legal,778.86,2024-06-09
2091,Vallie,Glover,Sales,676.46,2024-08-20
3758,Mandy,Senger,Engineering,582.05,2024-04-01
9109,Alvera,Reichert,Marketing,906.36,2023-12-12
7350,Gilda,Hansen,Engineering,939.36,2024-02-02
1997,Sterling,Ratke,Sales,863.31,2023-11-12
2350,Sophie,Kemmer,Legal,88.90,2023-11-29
1485,Vivienne,Cummings,Engineering,253.84,2024-02-29
6287,Alexandre,Schaefer,HR,912.48,2024-08-29
1803,Octavia,Treutel,Finance,761.92,2024-08-27
3255,Tristin,Feil,Finance,991.88,2023-12-27
2900,Breana,Blick,HR,57.53,2023-11-11
2963,Dane,Senger,Sales,293.76,2023-10-25
8461,Jonathon,Schoen,Marketing,596.16,2023-10-15
5650,Sunny,Bechtelar,Finance,49.76,2023-09-22
5932,Rose,Larkin,Engineering,403.60,2024-09-17
4007,Destany,Grimes,Marketing,28.28,2023-12-20
7248,Leo,Kris,Sales,921.09,2024-05-02
3265,Retta,Johnson,Engineering,52.44,2024-08-20
6452,Demond,Klocko,Marketing,649.82,2024-06-06
6453,Meredith,Hayes,Engineering,661.49,2024-01-18
8959,Chesley,Medhurst,HR,327.01,2023-11-18
9124,Mayra,Bruen,Engineering,9.52,2024-05-19
2328,Roosevelt,Weber,Finance,553.48,2024-03-28
4185,Jacky,Bernier,Legal,507.88,2024-09-16
2960,Bennie,Hagenes,Legal,856.48,2024-08-08
1156,Lina,Turner,HR,25.70,2023-10-20
3891,Alexzander,Windler,Sales,22.52,2024-08-02
6717,Kaitlyn,Wilderman,Finance,921.52,2024-07-29
6194,Julius,Kreiger,Engineering,354.24,2024-08-31
6863,Cornelius,Tremblay,Engineering,893.60,2024-09-08
6248,Lindsay,Robel,Finance,161.15,2024-03-17
8061,Toby,Hartmann,Legal,580.00,2024-07-04
7519,Brandt,Kozey-Yost,Sales,724.18,2024-03-17
3073,Joanne,Kautzer,Legal,734.98,2024-08-16
1664,Crawford,Boehm,Sales,133.64,2024-01-02
9769,Danial,Ruecker,Legal,182.59,2024-04-27
4037,Elmira,Greenholt,Legal,38.82,2024-06-22
5052,Sally,Blanda,Finance,717.32,2023-09-28
2036,Kaleb,Nienow,Legal,350.75,2023-12-02
8749,Carmela,Reichel,HR,300.79,2023-11-04
5702,Dorthy,Runolfsson,Finance,9.02,2024-03-25
9779,Abigale,Fritsch,Finance,870.94,2024-04-02
7900,Camren,Senger,Sales,828.71,2023-12-21
7621,Dean,Kerluke,HR,114.48,2024-04-17
6758,Cathrine,Koelpin,HR,141.26,2023-12-22
9456,Johnathon,Luettgen,Marketing,727.77,2024-08-30
9673,Tremaine,Goyette,Finance,693.62,2023-12-19
2279,John,Sipes,Engineering,27.11,2024-06-04
3968,Marcelino,Conn,Legal,215.21,2024-02-18
1619,Dessie,Heidenreich,Engineering,844.97,2024-04-11
9211,Stanford,Bailey,Legal,737.90,2024-01-22
8865,Taylor,Mraz,Legal,102.99,2024-04-25
8804,Wendy,Nikolaus,Legal,672.12,2024-07-31
2997,Christine,Wuckert,Sales,820.69,2024-08-20
9631,Bridie,Spencer,Engineering,418.48,2024-02-14
6250,Tianna,Reilly,Sales,420.66,2024-05-01
8688,Deja,Bashirian,Marketing,946.94,2024-03-02
2570,Leora,Vandervort,Sales,559.53,2024-04-01
2904,Cheyanne,Turner,Engineering,210.52,2024-01-11
2725,Emmanuelle,Abbott,Sales,696.80,2024-06-02
9721,Mohamed,Aufderhar,Finance,3.58,2024-08-26
7959,Nickolas,Schowalter,Sales,27.07,2024-09-01
4698,Walton,Ziemann,Legal,395.71,2024-03-20
4861,Hank,Wyman,Sales,441.82,2024-06-03
7552,Mabelle,Mosciski,HR,815.44,2024-08-02
3099,Pat,Morar,Legal,926.84,2023-11-28
4684,Joey,Bradtke,Finance,337.15,2023-11-10
5488,Marjolaine,Schmitt,Engineering,409.95,2024-07-24
1501,Isabella,Kemmer,Finance,426.31,2024-03-14
5047,Eve,Strosin,Sales,159.21,2024-03-06
3740,Maia,Simonis,Legal,79.97,2024-08-13
7074,Eugenia,Kuphal-Jerde,Legal,705.95,2024-07-19
7680,Selmer,Altenwerth,HR,654.29,2024-01-23
8463,Alexie,King,Sales,501.18,2024-01-12
4788,Kyler,Reinger-Raynor,Sales,11.74,2024-03-30
3100,Sienna,Frami,Finance,890.41,2024-04-25
7648,Jettie,Hessel,Engineering,201.48,2023-10-19
8521,Reanna,Lesch,Sales,537.29,2024-05-12
9333,Taryn,Murphy,Legal,324.44,2024-04-14
8263,Monte,Spencer,Legal,122.28,2024-06-10
1874,Ludie,Farrell,Finance,517.00,2024-06-22
9814,Kaia,Legros,Sales,737.16,2023-12-23
3141,Odell,Runolfsson,Engineering,589.76,2024-09-14
5429,Irving,Boyle,Sales,978.51,2024-06-14
4482,Tom,Anderson,HR,167.45,2023-12-31
8191,Pink,Wintheiser,Sales,839.13,2023-11-17
1742,Lesley,Mayert,Legal,387.67,2023-10-08
6523,Jermaine,MacGyver,HR,59.61,2023-11-02
6661,Elody,Mertz,Legal,797.12,2024-01-19
4796,Hollis,Terry,Sales,308.27,2023-11-10
5345,Norma,Braun,HR,556.12,2024-07-06
9661,Bulah,Schmitt,Legal,873.22,2023-10-03
5717,Rosina,Marvin,Sales,628.78,2023-12-26
1092,Brady,Feeney,Legal,158.56,2024-01-15
2896,Horace,Kemmer,Legal,480.62,2024-05-04
6620,Gia,Cormier,Finance,640.57,2024-02-22
3024,Alessandra,Mohr,Marketing,791.58,2023-11-23
9812,Joyce,Schroeder,Marketing,313.81,2024-08-11
6801,Annie,Macejkovic,Engineering,964.21,2024-01-11
1470,Ardith,Blick,HR,203.47,2024-08-30
2833,Myrtice,Bergstrom,Finance,705.71,2024-07-14
1744,Torey,Witting,Engineering,275.53,2024-02-28
1789,Nat,Johns,Engineering,726.65,2024-07-05
2849,Prince,Turner,Engineering,72.94,2023-11-11
4934,Elbert,Abshire,Marketing,82.82,2023-10-25
8750,Camren,Jacobson,Engineering,467.87,2024-05-18
4745,Nelda,Greenfelder,Engineering,27.37,2024-03-16
7851,Leatha,Smith,Finance,307.80,2024-04-14
2241,Helene,Kutch,Legal,966.18,2023-09-23
7520,Cornelius,Larkin,Engineering,149.47,2023-12-26
1922,Annie,Kessler,Finance,63.12,2023-09-30
5049,Clark,Turcotte,Engineering,645.69,2024-08-24
9724,Andreanne,Block,Finance,93.96,2024-04-11
6041,Malinda,Stanton,Sales,87.49,2023-12-14
9951,Mikel,Murray,HR,892.88,2024-08-18
7948,Verlie,O'Kon,Engineering,97.83,2024-09-12
6305,Eryn,Barton,Legal,307.57,2024-02-08
8311,Stephon,Maggio,Marketing,890.26,2023-10-09
2952,Valentina,Russel,HR,433.32,2024-06-24
5199,Delbert,Towne,Legal,267.92,2024-02-22
2894,Bernadette,Windler,Engineering,278.61,2024-01-09
7000,Charley,Hoeger,Engineering,566.93,2023-11-07
5839,Dessie,Strosin,Sales,224.09,2024-09-10
6285,Keara,Fritsch,Finance,108.88,2024-06-01
1455,Marjolaine,Runolfsson,Sales,334.82,2023-12-26
5134,Donny,Swift,Marketing,371.45,2024-01-10
2494,Eulah,Kerluke,Marketing,317.68,2024-05-31
7391,Lucy,Shields,Sales,333.90,2023-10-21
7747,Maegan,Predovic,Sales,308.67,2024-03-15
6428,Amari,Heller,Engineering,473.72,2024-04-13
6972,Destin,Abshire,Legal,416.14,2024-07-18
9816,Godfrey,Herman,Finance,787.65,2024-04-11
5900,Jazmyne,Harber,HR,261.15,2024-01-27
1740,Zoila,Jerde,Finance,639.70,2023-10-20
1824,Stan,Kuhlman,HR,814.26,2024-07-06
3289,Rylan,Daugherty,Marketing,293.35,2024-08-08
1172,Keeley,Grimes,Legal,353.67,2024-07-13
1713,Alberta,Metz,Legal,398.42,2024-05-26
5747,Dino,Hagenes,Sales,321.00,2024-07-08
1312,Kallie,McClure,Finance,683.92,2023-10-17
1993,Elmira,Medhurst,HR,169.09,2023-12-18
2747,Jaylin,Bode,Finance,425.94,2024-07-22
4320,Alena,Lebsack,Marketing,301.62,2024-06-09
3782,Desiree,Koelpin,Legal,727.13,2024-08-05
6216,Pat,Price,Legal,195.42,2024-08-14
4559,Louie,Huel,Sales,410.56,2024-07-21
3310,Michale,Quigley,Finance,271.80,2024-05-25
1429,Brielle,Berge,Engineering,996.79,2023-12-10
9523,Ruthie,Dicki,Finance,438.43,2023-10-29
3766,Gisselle,White,Marketing,558.28,2024-07-12
2666,Evie,Gusikowski,Sales,485.90,2024-06-05
1196,Daisy,Williamson,Marketing,279.29,2023-12-19
3067,Joesph,Bernier,Sales,816.23,2023-10-10
5348,Madilyn,Gibson,HR,961.07,2023-09-23
1735,Emmanuelle,Torphy,Legal,429.63,2024-05-06
8246,Elsie,Powlowski,HR,136.73,2024-07-08
7799,Sister,Wuckert,Sales,376.00,2023-11-02
8321,Ramon,Moore,HR,259.11,2023-11-19
7070,Landen,Gottlieb,Finance,860.01,2024-07-03
1471,Wilfredo,Reynolds,Engineering,939.77,2024-06-16
7147,Alexanne,Kiehn,Legal,945.71,2024-03-04
3352,Carlee,Wintheiser,Sales,454.91,2024-03-14
5340,Hal,Bednar,Legal,556.26,2023-11-06
5594,Lia,Runolfsson,Sales,665.16,2024-01-19
2336,Darryl,Raynor,HR,830.76,2024-08-17
8805,Clint,Mayert,Sales,204.00,2024-07-15
8238,Arnaldo,Rice,HR,145.29,2023-10-01
9723,Jabari,Luettgen,HR,98.74,2024-05-13
4249,Enoch,Krajcik,Legal,263.12,2023-10-23
4359,Cole,DuBuque,Sales,209.84,2024-08-10
4460,Humberto,Bechtelar,Finance,455.36,2024-06-10
7144,Estevan,Beier,Sales,374.94,2024-05-09
1279,Mac,Rath,Engineering,126.14,2024-03-23
2160,Kiana,Crist,HR,727.25,2024-05-08
7201,Domenico,Schinner,Engineering,397.30,2024-04-03
5273,Archibald,Fahey,Engineering,187.83,2024-07-24
3973,Kiley,Walsh,Marketing,593.80,2024-08-16
8009,Grady,Hilpert,Sales,355.97,2024-07-16
6820,Tyreek,Glover,Marketing,732.84,2023-12-31
1030,Arno,Cassin,Finance,322.19,2024-04-17
4723,Marilie,Ruecker,Legal,131.22,2024-02-02
6517,Josue,Cole,Engineering,687.09,2023-09-30
3977,Kevin,Macejkovic,Sales,129.30,2024-07-26
7136,Whitney,Nitzsche,Marketing,324.19,2024-02-08
2127,Eugene,Ernser,Marketing,842.07,2023-11-18
9178,Earlene,Parker,HR,348.51,2024-08-25
8377,Zackery,Kling,Finance,166.06,2024-09-13
7892,Herta,Daugherty,Finance,893.55,2023-10-17
1798,Jammie,McClure,HR,549.81,2023-12-12
5549,Ada,Greenfelder,Marketing,492.47,2023-10-04
7992,Reyes,Kuhic,Finance,250.38,2024-07-15
5488,Esteban,Marvin,HR,590.34,2024-07-21
7652,Delaney,Lehner,Legal,522.14,2024-09-05
4618,Opal,Daniel,HR,306.49,2024-05-09
9413,Doyle,Mayer,Legal,946.93,2023-12-27
4644,Trace,Wehner,HR,504.17,2024-02-08
9687,Freddy,Nikolaus,Engineering,155.00,2024-05-29
6517,Alford,Schulist,Engineering,997.63,2024-08-19
9349,Fabian,Deckow,Finance,781.53,2024-01-21
4258,Kellie,Huel,Legal,663.02,2024-05-27
9664,Raymond,Kris,Finance,759.97,2024-02-23
4568,Whitney,Balistreri,HR,24.87,2024-01-26
5514,Ryley,Bayer,Marketing,754.98,2024-07-04
7913,Shane,Greenfelder,Marketing,577.31,2024-06-12
9348,Cesar,Klein,HR,406.29,2024-08-29
7101,Alfredo,Runte,Legal,650.78,2024-07-30
9015,Susie,Kuvalis,Marketing,783.57,2024-03-13
5675,Muhammad,Keebler,Marketing,661.16,2024-06-12
1654,Easton,Corwin,Marketing,574.94,2024-07-23
8891,Silas,Herzog,HR,581.76,2023-11-23
9267,Dax,Bashirian,Legal,91.03,2024-06-27
8740,Zaria,Witting,Legal,339.73,2024-09-09
3577,Elwin,Boehm,Sales,692.36,2023-09-26
8851,Pearlie,Windler,Marketing,423.96,2024-07-07
6864,Abbigail,Schneider,Engineering,241.75,2024-08-18
6191,Edyth,Kihn,Engineering,34.95,2024-02-17
5784,Terrill,Stanton,HR,420.48,2024-09-04
4422,Camron,Turner,Legal,798.45,2024-04-07
5417,Donna,Oberbrunner,Sales,949.73,2024-08-30
9368,Rasheed,Tillman,Finance,759.79,2023-12-11
3912,Columbus,Witting-Parisian,Engineering,927.19,2024-08-06
2732,Enrique,Roberts,HR,577.59,2024-08-17
7292,Nedra,Keebler,Finance,302.23,2024-03-28
3006,Natasha,Schumm,Engineering,83.58,2023-12-12
4498,Haylee,King,Finance,454.77,2024-01-21
3226,Ismael,Fadel,Legal,275.50,2024-07-21
6146,Lacey,Runolfsdottir,Engineering,279.96,2024-06-06
8990,Kariane,Zulauf,Marketing,50.18,2023-12-05
4997,Triston,Aufderhar,HR,358.73,2023-10-28
7530,Emmalee,Boyle,Legal,411.03,2023-09-26
7573,Leora,Kutch,Marketing,792.61,2024-07-29
1769,Godfrey,Kilback,HR,36.18,2023-11-26
9118,Elisha,Rutherford-Nitzsche,Legal,831.87,2024-06-24
3615,Keshawn,Lockman,Engineering,876.60,2024-04-06
6152,Jalyn,Reichel,Finance,441.57,2024-09-18
9776,Lurline,Gottlieb,Sales,138.53,2023-11-29
1628,Eric,Klein,Engineering,306.07,2024-06-21
8222,Doug,Collier,Finance,479.20,2023-10-04
9454,Keira,Huel,Legal,410.56,2024-07-16
2710,Blanche,Gibson,Engineering,62.42,2024-08-09
9983,Loy,Wuckert,HR,318.41,2023-10-13
1056,Erick,Wisozk,Marketing,124.07,2024-05-22
1193,Pete,Wunsch,Engineering,915.17,2024-05-21
5912,Grayce,Goyette,Sales,979.44,2024-04-06
3930,Ray,Lind,HR,652.86,2024-07-31
6812,Brennan,Roberts,Marketing,958.21,2023-12-31
3303,Destin,McKenzie,Marketing,347.09,2024-05-11
9907,Allen,Pfeffer,Legal,970.58,2024-03-11
2861,Dana,Schamberger,Finance,526.50,2024-08-27
8318,Marley,Miller-Nikolaus,HR,826.90,2024-05-30
8811,Savanna,Mayer,Engineering,3.89,2024-05-18
9101,Joe,Littel-Reynolds,HR,600.63,2024-03-15
3917,Fae,Nitzsche,Engineering,810.38,2024-05-17
5752,Sandrine,Leffler,HR,84.37,2024-03-08
3977,Cynthia,Bogisich,Sales,638.07,2024-07-07
9961,Gregory,Kling,HR,398.69,2024-05-29
5254,Germaine,Predovic,Legal,825.19,2024-03-14
9598,Lola,Champlin,Sales,638.48,2023-11-24
8878,Orville,Roob,Sales,892.40,2024-08-18
5157,Daphney,Hessel,Sales,564.99,2023-12-17
5052,Ariel,Simonis,Finance,883.41,2024-06-29
1073,Francesco,Miller,Marketing,254.90,2024-08-18
1350,Lavonne,Borer,Marketing,23.78,2023-12-27
1775,Helena,Lubowitz-Cremin,Sales,163.04,2023-10-16
9976,Josephine,Pouros,HR,163.83,2023-10-19
4976,Micah,Willms,Marketing,946.33,2024-03-04
3278,Unique,Becker,Engineering,816.49,2023-12-24
7551,Lew,Hahn,Finance,581.62,2024-08-17
8263,Tristian,Ortiz,HR,613.77,2024-07-04
4716,Jaydon,Rogahn,Marketing,145.73,2024-09-01
2280,Eliza,Leannon,Legal,145.18,2024-08-12
7783,Camryn,Gerhold,Legal,59.57,2024-01-13
8468,Laila,Vandervort-Keebler,Finance,740.98,2023-10-23
4490,Leanna,Herzog,Marketing,374.70,2024-08-03
6783,Felicita,Fahey,Legal,965.55,2024-08-05
9952,Roy,Renner,HR,316.59,2024-08-22
9298,Uriel,Franecki,Finance,674.11,2024-05-29
2390,Carolanne,Balistreri,Engineering,885.46,2024-06-09
6639,Kevin,McGlynn,Legal,777.94,2023-11-25
2262,Eriberto,Deckow,HR,299.47,2024-02-01
7592,Nikita,Reichert,Sales,631.22,2023-12-06
1401,Ethan,Hermiston,Finance,408.67,2024-06-05
4391,Athena,Reilly,Legal,264.13,2024-03-22
3219,Tina,Gerhold,Finance,215.86,2023-10-28
1363,Mallory,Dickinson,Marketing,94.92,2023-10-09
5065,Melba,Lakin,Legal,678.39,2024-03-16
6078,Hunter,Beahan,Engineering,301.53,2023-11-12
8791,Ron,Olson-Cartwright,Engineering,104.78,2024-07-12
7660,Rey,Harber,Marketing,660.35,2023-10-05
5589,Raoul,Raynor,HR,676.50,2024-03-18
3188,Betsy,Heathcote,Marketing,57.15,2024-08-14
7842,Rebeca,Dare,Marketing,539.80,2024-03-14
1140,Idella,Fisher,Sales,127.91,2024-08-09
1066,Ulices,Greenholt,Legal,589.32,2024-05-24
4735,Jarrell,Gusikowski,Finance,133.55,2024-07-20
